idnovel,date,score
846,2020-02-01,0
846,2020-03-01,40.57
846,2020-04-01,0
846,2020-05-01,0
846,2020-06-01,52.83
846,2020-07-01,33.95
846,2020-08-01,17.76
846,2020-09-01,1.61
846,2020-10-01,0
847,2020-01-01,56.28
847,2020-02-01,35.38
847,2020-03-01,79.25
847,2020-04-01,40.77
847,2020-05-01,0
847,2020-06-01,84.36
847,2020-07-01,0
847,2020-08-01,32.18
847,2020-09-01,0
847,2020-10-01,0
848,2020-01-01,60.76
848,2020-02-01,50.85
848,2020-03-01,57.46
848,2020-04-01,48.49
848,2020-05-01,26.92
848,2020-06-01,76.44
848,2020-07-01,50.71
848,2020-08-01,36.82
848,2020-09-01,7.71
848,2020-10-01,58.43
849,2020-01-01,0
849,2020-02-01,0
849,2020-03-01,0
849,2020-04-01,0
849,2020-05-01,0
849,2020-06-01,0
849,2020-07-01,0
849,2020-08-01,7.52
849,2020-09-01,40.8
849,2020-10-01,46.72
850,2020-01-01,0
850,2020-02-01,0
850,2020-03-01,0
850,2020-04-01,0
850,2020-05-01,70.64
850,2020-06-01,0
850,2020-07-01,0
850,2020-08-01,29.16
850,2020-09-01,0
850,2020-10-01,50.75
851,2020-01-01,80.89
851,2020-02-01,61.01
851,2020-03-01,84.93
851,2020-04-01,72.42
851,2020-05-01,65.74
851,2020-06-01,78.31
851,2020-07-01,70.93
851,2020-08-01,21.75
851,2020-09-01,79.18
851,2020-10-01,59.25
852,2020-01-01,45.03
852,2020-02-01,74.86
852,2020-03-01,0
852,2020-04-01,11.96
852,2020-05-01,22.12
852,2020-06-01,0
852,2020-07-01,0
852,2020-08-01,0
852,2020-09-01,0
852,2020-10-01,22.48
853,2020-01-01,52.3
853,2020-02-01,52.37
853,2020-03-01,56.25
853,2020-04-01,67.82
853,2020-05-01,37.84
853,2020-06-01,52.59
853,2020-07-01,0
853,2020-08-01,34.5
853,2020-09-01,38.61
853,2020-10-01,50.94
854,2020-01-01,0
854,2020-02-01,1.8
854,2020-03-01,0
854,2020-04-01,0
854,2020-05-01,0
854,2020-06-01,0
854,2020-07-01,0
854,2020-08-01,0
854,2020-09-01,36.85
854,2020-10-01,0
855,2020-01-01,51.72
855,2020-02-01,0
855,2020-03-01,0
855,2020-04-01,55.52
855,2020-05-01,0
855,2020-06-01,0
855,2020-07-01,0
855,2020-08-01,0
855,2020-09-01,0
855,2020-10-01,0
856,2020-01-01,0
856,2020-02-01,38.7
856,2020-03-01,0
856,2020-04-01,77.12
856,2020-05-01,0
856,2020-06-01,0
856,2020-07-01,0
856,2020-08-01,11.83
856,2020-09-01,13.36
856,2020-10-01,0
857,2020-01-01,0
857,2020-02-01,0
857,2020-03-01,0
857,2020-04-01,0
857,2020-05-01,0
857,2020-06-01,0
857,2020-07-01,0
857,2020-08-01,44.81
857,2020-09-01,0
857,2020-10-01,0
858,2020-01-01,0
858,2020-02-01,0
858,2020-03-01,0
858,2020-04-01,0
858,2020-05-01,0
858,2020-06-01,53.31
858,2020-07-01,0
858,2020-08-01,0
858,2020-09-01,0
858,2020-10-01,0
859,2020-01-01,0
859,2020-02-01,0
859,2020-03-01,0
859,2020-04-01,0
859,2020-05-01,53.03
859,2020-06-01,97.68
859,2020-07-01,0
859,2020-08-01,0
859,2020-09-01,0
859,2020-10-01,0
861,2020-01-01,0
861,2020-02-01,0
861,2020-03-01,0
861,2020-04-01,0
861,2020-05-01,79
861,2020-06-01,45.88
861,2020-07-01,51.9
861,2020-08-01,40.08
861,2020-09-01,94.66
861,2020-10-01,41.08
862,2020-01-01,67.06
862,2020-02-01,64.85
862,2020-03-01,44.29
862,2020-04-01,0
862,2020-05-01,0
862,2020-06-01,0
862,2020-07-01,0
862,2020-08-01,0
862,2020-09-01,34.57
862,2020-10-01,30.25
863,2020-01-01,5.84
863,2020-02-01,46.68
863,2020-03-01,55.67
863,2020-04-01,0
863,2020-05-01,47.26
863,2020-06-01,30.1
863,2020-07-01,10.93
863,2020-08-01,34.02
863,2020-09-01,84.62
863,2020-10-01,0
864,2020-01-01,16.78
864,2020-02-01,0
864,2020-03-01,0
864,2020-04-01,0
864,2020-05-01,0
864,2020-06-01,8.33
864,2020-07-01,0
864,2020-08-01,81.68
864,2020-09-01,0
864,2020-10-01,0
865,2020-01-01,0
865,2020-02-01,0
865,2020-03-01,0
865,2020-04-01,45.45
865,2020-05-01,0
865,2020-06-01,0
865,2020-07-01,0
865,2020-08-01,0
865,2020-09-01,0
865,2020-10-01,0
866,2020-01-01,0
866,2020-02-01,0
866,2020-03-01,0
866,2020-04-01,0
866,2020-05-01,0
866,2020-06-01,0
866,2020-07-01,0
866,2020-08-01,37.37
866,2020-09-01,28.44
866,2020-10-01,0
867,2020-01-01,0
867,2020-02-01,0
867,2020-03-01,0
867,2020-04-01,0
867,2020-05-01,0
867,2020-06-01,0
867,2020-07-01,0
867,2020-08-01,0
867,2020-09-01,0
867,2020-10-01,0
868,2020-01-01,36.85
868,2020-02-01,0
868,2020-03-01,0
868,2020-04-01,32.11
868,2020-05-01,4.48
868,2020-06-01,0
868,2020-07-01,25.19
868,2020-08-01,91.79
868,2020-09-01,0
868,2020-10-01,0
869,2020-01-01,0
869,2020-02-01,46.25
869,2020-03-01,0
869,2020-04-01,0
869,2020-05-01,0
869,2020-06-01,0
869,2020-07-01,48.29
869,2020-08-01,10.17
869,2020-09-01,0
869,2020-10-01,0
870,2020-01-01,0
870,2020-02-01,0
870,2020-03-01,32.06
870,2020-04-01,11.51
870,2020-05-01,0
870,2020-06-01,46.25
870,2020-07-01,0
870,2020-08-01,56.57
870,2020-09-01,0
870,2020-10-01,0
871,2020-01-01,0
871,2020-02-01,0
871,2020-03-01,0
871,2020-04-01,0
871,2020-05-01,0
871,2020-06-01,0
871,2020-07-01,0
871,2020-08-01,34.96
871,2020-09-01,15.29
871,2020-10-01,49.14
872,2020-01-01,36.02
872,2020-02-01,0
872,2020-03-01,0
872,2020-04-01,29.97
872,2020-05-01,0
872,2020-06-01,0
872,2020-07-01,0
872,2020-08-01,0
872,2020-09-01,0
872,2020-10-01,0
873,2020-01-01,0
873,2020-02-01,0
873,2020-03-01,0
873,2020-04-01,0
873,2020-05-01,0
873,2020-06-01,0
873,2020-07-01,7.83
873,2020-08-01,0
873,2020-09-01,0
873,2020-10-01,0
874,2020-01-01,0
874,2020-02-01,3.72
874,2020-03-01,0
874,2020-04-01,0
874,2020-05-01,27.06
874,2020-06-01,0
874,2020-07-01,0
874,2020-08-01,0
874,2020-09-01,0
874,2020-10-01,24.26
875,2020-01-01,73.93
875,2020-02-01,43.78
875,2020-03-01,32.89
875,2020-04-01,72.24
875,2020-05-01,0
875,2020-06-01,0
875,2020-07-01,0
875,2020-08-01,0
875,2020-09-01,0
875,2020-10-01,0
876,2020-01-01,0
876,2020-02-01,7.98
876,2020-03-01,45.01
876,2020-04-01,24.62
876,2020-05-01,0
876,2020-06-01,0
876,2020-07-01,0
876,2020-08-01,22.61
876,2020-09-01,54.11
876,2020-10-01,0
877,2020-01-01,15.82
877,2020-02-01,0
877,2020-03-01,0
877,2020-04-01,0
877,2020-05-01,0
877,2020-06-01,0
877,2020-07-01,0
877,2020-08-01,0
877,2020-09-01,0
877,2020-10-01,0
878,2020-01-01,47.64
878,2020-02-01,17.46
878,2020-03-01,34.15
878,2020-04-01,93.96
878,2020-05-01,36.83
878,2020-06-01,27.03
878,2020-07-01,35.02
878,2020-08-01,46.06
878,2020-09-01,36.37
878,2020-10-01,0
879,2020-01-01,34.87
879,2020-02-01,0
879,2020-03-01,0
879,2020-04-01,0
879,2020-05-01,37.76
879,2020-06-01,0
879,2020-07-01,46.87
879,2020-08-01,0.58
879,2020-09-01,26.9
879,2020-10-01,0
880,2020-01-01,0
880,2020-02-01,0
880,2020-03-01,0
880,2020-04-01,0
880,2020-05-01,0
880,2020-06-01,0
880,2020-07-01,0
880,2020-08-01,0
880,2020-09-01,0
880,2020-10-01,0
881,2020-01-01,0
881,2020-02-01,0
881,2020-03-01,0
881,2020-04-01,0
881,2020-05-01,0
881,2020-06-01,0
881,2020-07-01,0
881,2020-08-01,0
881,2020-09-01,0
881,2020-10-01,32.92
882,2020-01-01,46.55
882,2020-02-01,38.07
882,2020-03-01,54.67
882,2020-04-01,49.15
882,2020-05-01,0
882,2020-06-01,59.35
882,2020-07-01,0
882,2020-08-01,0
882,2020-09-01,34.7
882,2020-10-01,33.61
883,2020-01-01,0
883,2020-02-01,0
883,2020-03-01,0
883,2020-04-01,0
883,2020-05-01,0
883,2020-06-01,0
883,2020-07-01,0
883,2020-08-01,0
883,2020-09-01,0
883,2020-10-01,0
884,2020-01-01,43.86
884,2020-02-01,0
884,2020-03-01,4.99
884,2020-04-01,8.31
884,2020-05-01,2.07
884,2020-06-01,39.33
884,2020-07-01,0
884,2020-08-01,0
884,2020-09-01,50.19
884,2020-10-01,33.63
885,2020-01-01,54.62
885,2020-02-01,15.62
885,2020-03-01,0
885,2020-04-01,0
885,2020-05-01,43.54
885,2020-06-01,0
885,2020-07-01,0
885,2020-08-01,0
885,2020-09-01,0
885,2020-10-01,4.55
886,2020-01-01,0
886,2020-02-01,0
886,2020-03-01,40.76
886,2020-04-01,36.61
886,2020-05-01,55.73
886,2020-06-01,0
886,2020-07-01,0
886,2020-08-01,0
886,2020-09-01,71.66
886,2020-10-01,0
887,2020-01-01,0
887,2020-02-01,0
887,2020-03-01,14.69
887,2020-04-01,0
887,2020-05-01,0
887,2020-06-01,0
887,2020-07-01,55.58
887,2020-08-01,0
887,2020-09-01,0
887,2020-10-01,0
888,2020-01-01,53.65
888,2020-02-01,43.86
888,2020-03-01,74.51
888,2020-04-01,72.03
888,2020-05-01,96.45
888,2020-06-01,7.74
888,2020-07-01,28.07
888,2020-08-01,88.06
888,2020-09-01,0
888,2020-10-01,51.1
889,2020-01-01,0
889,2020-02-01,0
889,2020-03-01,0
889,2020-04-01,81.12
889,2020-05-01,26.84
889,2020-06-01,44.81
889,2020-07-01,0
889,2020-08-01,55.86
889,2020-09-01,28.87
889,2020-10-01,0
890,2020-01-01,0
890,2020-02-01,0
890,2020-03-01,43.56
890,2020-04-01,0
890,2020-05-01,69.04
890,2020-06-01,0
890,2020-07-01,40.83
890,2020-08-01,0
890,2020-09-01,32.04
890,2020-10-01,0
891,2020-01-01,0
891,2020-02-01,0
891,2020-03-01,0
891,2020-04-01,0
891,2020-05-01,0
891,2020-06-01,0
891,2020-07-01,0
891,2020-08-01,0
891,2020-09-01,0
891,2020-10-01,0
892,2020-01-01,0
892,2020-02-01,0
892,2020-03-01,9.37
892,2020-04-01,41.57
892,2020-05-01,0
892,2020-06-01,20.95
892,2020-07-01,0
892,2020-08-01,0
892,2020-09-01,0
892,2020-10-01,7.68
893,2020-01-01,0
893,2020-02-01,11.79
893,2020-03-01,21.35
893,2020-04-01,14.81
893,2020-05-01,0
893,2020-06-01,27.93
893,2020-07-01,49.51
893,2020-08-01,31.91
893,2020-09-01,0
893,2020-10-01,0
894,2020-01-01,0
894,2020-02-01,13.78
894,2020-03-01,0
894,2020-04-01,0
894,2020-05-01,0
894,2020-06-01,0
894,2020-07-01,0
894,2020-08-01,0
894,2020-09-01,0
894,2020-10-01,0
895,2020-01-01,45.34
895,2020-02-01,46.97
895,2020-03-01,76.98
895,2020-04-01,41.7
895,2020-05-01,50.04
895,2020-06-01,28.07
895,2020-07-01,26.25
895,2020-08-01,4.61
895,2020-09-01,39.78
895,2020-10-01,0
896,2020-01-01,0
896,2020-02-01,57.16
896,2020-03-01,0
896,2020-04-01,0
896,2020-05-01,0
896,2020-06-01,0
896,2020-07-01,0
896,2020-08-01,0
896,2020-09-01,0
896,2020-10-01,0
897,2020-01-01,0
897,2020-02-01,0
897,2020-03-01,30.85
897,2020-04-01,0
897,2020-05-01,0
897,2020-06-01,0
897,2020-07-01,17.14
897,2020-08-01,0
897,2020-09-01,0
897,2020-10-01,0
898,2020-01-01,0
898,2020-02-01,0
898,2020-03-01,0
898,2020-04-01,22.36
898,2020-05-01,38.04
898,2020-06-01,0
898,2020-07-01,0
898,2020-08-01,0
898,2020-09-01,0
898,2020-10-01,0
899,2020-01-01,0
899,2020-02-01,22.29
899,2020-03-01,62.32
899,2020-04-01,0
899,2020-05-01,48.63
899,2020-06-01,19.01
899,2020-07-01,0
899,2020-08-01,0
899,2020-09-01,0
899,2020-10-01,44.12
900,2020-01-01,33.94
900,2020-02-01,0
900,2020-03-01,0
900,2020-04-01,0
900,2020-05-01,0
900,2020-06-01,0
900,2020-07-01,13.28
900,2020-08-01,0
900,2020-09-01,0
900,2020-10-01,0
901,2020-01-01,37.91
901,2020-02-01,49.14
901,2020-03-01,78.2
901,2020-04-01,0
901,2020-05-01,0
901,2020-06-01,0
901,2020-07-01,62.76
901,2020-08-01,23.86
901,2020-09-01,86.84
901,2020-10-01,47.89
902,2020-01-01,0
902,2020-02-01,0
902,2020-03-01,5.06
902,2020-04-01,0
902,2020-05-01,0
902,2020-06-01,0
902,2020-07-01,0
902,2020-08-01,0
902,2020-09-01,0
902,2020-10-01,0
903,2020-01-01,0
903,2020-02-01,0
903,2020-03-01,0
903,2020-04-01,0
903,2020-05-01,0
903,2020-06-01,9.16
903,2020-07-01,0
903,2020-08-01,0
903,2020-09-01,0
903,2020-10-01,0
904,2020-01-01,14
904,2020-02-01,0
904,2020-03-01,0
904,2020-04-01,63.79
904,2020-05-01,41.25
904,2020-06-01,0
904,2020-07-01,0
904,2020-08-01,0
904,2020-09-01,27.19
904,2020-10-01,0
905,2020-01-01,0
905,2020-02-01,42.67
905,2020-03-01,42.1
905,2020-04-01,39.89
905,2020-05-01,41.06
905,2020-06-01,36.08
905,2020-07-01,42.02
905,2020-08-01,63.89
905,2020-09-01,43.17
905,2020-10-01,71.97
906,2020-01-01,72.6
906,2020-02-01,75.94
906,2020-03-01,31.84
906,2020-04-01,96.4
906,2020-05-01,0
906,2020-06-01,9.8
906,2020-07-01,0
906,2020-08-01,36.11
906,2020-09-01,51.37
906,2020-10-01,35.81
907,2020-01-01,0
907,2020-02-01,0
907,2020-03-01,0
907,2020-04-01,0
907,2020-05-01,0
907,2020-06-01,0
907,2020-07-01,0
907,2020-08-01,0
907,2020-09-01,0
907,2020-10-01,0
908,2020-01-01,0
908,2020-02-01,0
908,2020-03-01,0
908,2020-04-01,0
908,2020-05-01,0
908,2020-06-01,0
908,2020-07-01,0
908,2020-08-01,0
908,2020-09-01,0
908,2020-10-01,0
909,2020-01-01,0
909,2020-02-01,0
909,2020-03-01,0
909,2020-04-01,0
909,2020-05-01,0
909,2020-06-01,0
909,2020-07-01,0
909,2020-08-01,0
909,2020-09-01,0
909,2020-10-01,0
910,2020-01-01,0
910,2020-02-01,31.14
910,2020-03-01,22.01
910,2020-04-01,32.19
910,2020-05-01,0
910,2020-06-01,0
910,2020-07-01,0
910,2020-08-01,0
910,2020-09-01,0
910,2020-10-01,0
911,2020-01-01,69.96
911,2020-02-01,0
911,2020-03-01,0
911,2020-04-01,0
911,2020-05-01,0
911,2020-06-01,59.73
911,2020-07-01,17.12
911,2020-08-01,90.06
911,2020-09-01,51.99
911,2020-10-01,0
912,2020-01-01,0
912,2020-02-01,0
912,2020-03-01,0
912,2020-04-01,0
912,2020-05-01,0
912,2020-06-01,0
912,2020-07-01,59.52
912,2020-08-01,43.12
912,2020-09-01,0
912,2020-10-01,0
913,2020-01-01,0
913,2020-02-01,0
913,2020-03-01,0
913,2020-04-01,0
913,2020-05-01,0
913,2020-06-01,0
913,2020-07-01,0
913,2020-08-01,43.82
913,2020-09-01,37.01
913,2020-10-01,28.42
914,2020-01-01,0
914,2020-02-01,0
914,2020-03-01,50.8
914,2020-04-01,41.87
914,2020-05-01,0
914,2020-06-01,31.13
914,2020-07-01,26.53
914,2020-08-01,23.11
914,2020-09-01,10.63
914,2020-10-01,53.52
915,2020-01-01,19.52
915,2020-02-01,0
915,2020-03-01,0
915,2020-04-01,30.79
915,2020-05-01,42.23
915,2020-06-01,29.46
915,2020-07-01,0
915,2020-08-01,0
915,2020-09-01,45.65
915,2020-10-01,0
916,2020-01-01,0
916,2020-02-01,0
916,2020-03-01,0
916,2020-04-01,31.82
916,2020-05-01,0
916,2020-06-01,4.74
916,2020-07-01,0
916,2020-08-01,0
916,2020-09-01,0
916,2020-10-01,0
917,2020-01-01,0
917,2020-02-01,0
917,2020-03-01,0
917,2020-04-01,31.2
917,2020-05-01,0
917,2020-06-01,15.14
917,2020-07-01,0
917,2020-08-01,0
917,2020-09-01,0
917,2020-10-01,0
918,2020-01-01,57.72
918,2020-02-01,61.45
918,2020-03-01,59.26
918,2020-04-01,61.82
918,2020-05-01,49.13
918,2020-06-01,44.44
918,2020-07-01,51.81
918,2020-08-01,70.78
918,2020-09-01,67.29
918,2020-10-01,90.32
919,2020-01-01,47.72
919,2020-02-01,5.01
919,2020-03-01,36.24
919,2020-04-01,0
919,2020-05-01,53.81
919,2020-06-01,0
919,2020-07-01,0
919,2020-08-01,0
919,2020-09-01,0
919,2020-10-01,16.36
920,2020-01-01,0
920,2020-02-01,34.96
920,2020-03-01,0
920,2020-04-01,45.87
920,2020-05-01,0
920,2020-06-01,18.71
920,2020-07-01,0
920,2020-08-01,4.18
920,2020-09-01,56.93
920,2020-10-01,51.91
921,2020-01-01,0
921,2020-02-01,0
921,2020-03-01,0
921,2020-04-01,39.47
921,2020-05-01,0
921,2020-06-01,0
921,2020-07-01,9.78
921,2020-08-01,0
921,2020-09-01,44.14
921,2020-10-01,42.09
922,2020-01-01,0
922,2020-02-01,0
922,2020-03-01,0
922,2020-04-01,0
922,2020-05-01,0
922,2020-06-01,0
922,2020-07-01,0
922,2020-08-01,0
922,2020-09-01,0
922,2020-10-01,0
923,2020-01-01,0
923,2020-02-01,0
923,2020-03-01,35.64
923,2020-04-01,53.48
923,2020-05-01,0
923,2020-06-01,0
923,2020-07-01,0
923,2020-08-01,0
923,2020-09-01,30.44
923,2020-10-01,0
924,2020-01-01,0
924,2020-02-01,0
924,2020-03-01,0
924,2020-04-01,0
924,2020-05-01,0
924,2020-06-01,0
924,2020-07-01,0
924,2020-08-01,0
924,2020-09-01,45.88
924,2020-10-01,88.82
926,2020-01-01,24.68
926,2020-02-01,0
926,2020-03-01,30.84
926,2020-04-01,0
926,2020-05-01,58.43
926,2020-06-01,39.56
926,2020-07-01,21.39
926,2020-08-01,95.03
926,2020-09-01,31.27
926,2020-10-01,42.35
927,2020-01-01,54.45
927,2020-02-01,21.43
927,2020-03-01,57.76
927,2020-04-01,6.84
927,2020-05-01,31.3
927,2020-06-01,27.84
927,2020-07-01,0
927,2020-08-01,0
927,2020-09-01,0
927,2020-10-01,0
928,2020-01-01,0
928,2020-02-01,0
928,2020-03-01,0
928,2020-04-01,0
928,2020-05-01,0
928,2020-06-01,0
928,2020-07-01,0
928,2020-08-01,0
928,2020-09-01,0
928,2020-10-01,0
929,2020-01-01,0
929,2020-02-01,0
929,2020-03-01,53.17
929,2020-04-01,0
929,2020-05-01,0
929,2020-06-01,21.3
929,2020-07-01,0
929,2020-08-01,0
929,2020-09-01,0
929,2020-10-01,0
930,2020-01-01,0
930,2020-02-01,0
930,2020-03-01,0
930,2020-04-01,0
930,2020-05-01,0
930,2020-06-01,0
930,2020-07-01,0
930,2020-08-01,0
930,2020-09-01,0
930,2020-10-01,0
931,2020-01-01,47.47
931,2020-02-01,0
931,2020-03-01,40.27
931,2020-04-01,79.98
931,2020-05-01,27.75
931,2020-06-01,53.9
931,2020-07-01,48.67
931,2020-08-01,45.99
931,2020-09-01,0
931,2020-10-01,0
932,2020-01-01,0
932,2020-02-01,35.77
932,2020-03-01,0
932,2020-04-01,35.09
932,2020-05-01,0
932,2020-06-01,0
932,2020-07-01,28.59
932,2020-08-01,0
932,2020-09-01,0
932,2020-10-01,0
933,2020-01-01,42.54
933,2020-02-01,37.5
933,2020-03-01,24.69
933,2020-04-01,20.98
933,2020-05-01,35.96
933,2020-06-01,38.98
933,2020-07-01,49.76
933,2020-08-01,90.82
933,2020-09-01,0
933,2020-10-01,49.46
934,2020-01-01,0
934,2020-02-01,44.19
934,2020-03-01,65.11
934,2020-04-01,0
934,2020-05-01,16.52
934,2020-06-01,0
934,2020-07-01,0
934,2020-08-01,0
934,2020-09-01,0
934,2020-10-01,4.69
935,2020-01-01,0
935,2020-02-01,0
935,2020-03-01,0
935,2020-04-01,0
935,2020-05-01,0
935,2020-06-01,0
935,2020-07-01,0
935,2020-08-01,0
935,2020-09-01,59.76
935,2020-10-01,0
936,2020-01-01,0
936,2020-02-01,0
936,2020-03-01,0
936,2020-04-01,0
936,2020-05-01,0
936,2020-06-01,27.4
936,2020-07-01,27.06
936,2020-08-01,25.04
936,2020-09-01,9.5
936,2020-10-01,38.54
937,2020-01-01,0
937,2020-02-01,89.25
937,2020-03-01,35.64
937,2020-04-01,0
937,2020-05-01,0
937,2020-06-01,0
937,2020-07-01,0
937,2020-08-01,0
937,2020-09-01,37.65
937,2020-10-01,18.56
939,2020-01-01,0
939,2020-02-01,0
939,2020-03-01,11.59
939,2020-04-01,0
939,2020-05-01,0
939,2020-06-01,0
939,2020-07-01,0
939,2020-08-01,0
939,2020-09-01,0
939,2020-10-01,0
940,2020-01-01,53.71
940,2020-02-01,0
940,2020-03-01,0
940,2020-04-01,0
940,2020-05-01,21.21
940,2020-06-01,0
940,2020-07-01,0
940,2020-08-01,0
940,2020-09-01,0
940,2020-10-01,0.65
941,2020-01-01,0
941,2020-02-01,0
941,2020-03-01,0
941,2020-04-01,0
941,2020-05-01,0
941,2020-06-01,0
941,2020-07-01,0
941,2020-08-01,0
941,2020-09-01,0
941,2020-10-01,0
942,2020-01-01,0
942,2020-02-01,0.66
942,2020-03-01,33.87
942,2020-04-01,0
942,2020-05-01,0
942,2020-06-01,0
942,2020-07-01,0
942,2020-08-01,8.95
942,2020-09-01,80.59
942,2020-10-01,0
943,2020-01-01,3.3
943,2020-02-01,0.94
943,2020-03-01,0
943,2020-04-01,0
943,2020-05-01,0
943,2020-06-01,0
943,2020-07-01,0
943,2020-08-01,0
943,2020-09-01,0
943,2020-10-01,0
944,2020-01-01,0
944,2020-02-01,0
944,2020-03-01,0
944,2020-04-01,0
944,2020-05-01,0
944,2020-06-01,0
944,2020-07-01,0
944,2020-08-01,0
944,2020-09-01,0
944,2020-10-01,0
945,2020-01-01,45.2
945,2020-02-01,56.38
945,2020-03-01,0
945,2020-04-01,29.4
945,2020-05-01,0
945,2020-06-01,0
945,2020-07-01,0
945,2020-08-01,0
945,2020-09-01,0
945,2020-10-01,0
946,2020-01-01,0
946,2020-02-01,0
946,2020-03-01,0
946,2020-04-01,0
946,2020-05-01,0
946,2020-06-01,0
946,2020-07-01,0
946,2020-08-01,0
946,2020-09-01,0
946,2020-10-01,0
947,2020-01-01,0
947,2020-02-01,44.42
947,2020-03-01,0
947,2020-04-01,0
947,2020-05-01,0
947,2020-06-01,0
947,2020-07-01,0
947,2020-08-01,0
947,2020-09-01,32.58
947,2020-10-01,0
948,2020-01-01,0
948,2020-02-01,0
948,2020-03-01,0
948,2020-04-01,0
948,2020-05-01,0
948,2020-06-01,0
948,2020-07-01,0
948,2020-08-01,0
948,2020-09-01,0
948,2020-10-01,86.59
949,2020-01-01,0
949,2020-02-01,0
949,2020-03-01,0
949,2020-04-01,0
949,2020-05-01,0
949,2020-06-01,0
949,2020-07-01,0
949,2020-08-01,0
949,2020-09-01,54.92
949,2020-10-01,60.42
950,2020-01-01,0
950,2020-02-01,0
950,2020-03-01,0
950,2020-04-01,0
950,2020-05-01,0
950,2020-06-01,0
950,2020-07-01,0
950,2020-08-01,0
950,2020-09-01,0
950,2020-10-01,49.72
951,2020-01-01,0
951,2020-02-01,0
951,2020-03-01,0
951,2020-04-01,26.26
951,2020-05-01,49.6
951,2020-06-01,0
951,2020-07-01,0
951,2020-08-01,0
951,2020-09-01,0
951,2020-10-01,0
952,2020-01-01,45.42
952,2020-02-01,17.09
952,2020-03-01,0
952,2020-04-01,0
952,2020-05-01,0
952,2020-06-01,0
952,2020-07-01,0
952,2020-08-01,0
952,2020-09-01,0
952,2020-10-01,0
953,2020-01-01,0
953,2020-02-01,0
953,2020-03-01,0
953,2020-04-01,0
953,2020-05-01,0
953,2020-06-01,0
953,2020-07-01,0
953,2020-08-01,0
953,2020-09-01,0
953,2020-10-01,0
954,2020-01-01,0
954,2020-02-01,0
954,2020-03-01,0
954,2020-04-01,0
954,2020-05-01,0
954,2020-06-01,0
954,2020-07-01,0
954,2020-08-01,0
954,2020-09-01,43.39
954,2020-10-01,47.71
955,2020-01-01,0
955,2020-02-01,0
955,2020-03-01,0
955,2020-04-01,0
955,2020-05-01,0
955,2020-06-01,0
955,2020-07-01,0
955,2020-08-01,51.99
955,2020-09-01,0
955,2020-10-01,36.57
956,2020-01-01,95.69
956,2020-02-01,75.45
956,2020-03-01,73.8
956,2020-04-01,66.31
956,2020-05-01,0
956,2020-06-01,0
956,2020-07-01,0
956,2020-08-01,0
956,2020-09-01,32.53
956,2020-10-01,0
957,2020-01-01,0
957,2020-02-01,0
957,2020-03-01,0
957,2020-04-01,32.01
957,2020-05-01,0
957,2020-06-01,26.96
957,2020-07-01,0
957,2020-08-01,0
957,2020-09-01,0
957,2020-10-01,0
958,2020-01-01,0
958,2020-02-01,0
958,2020-03-01,69.91
958,2020-04-01,36.07
958,2020-05-01,46.71
958,2020-06-01,28.96
958,2020-07-01,43.73
958,2020-08-01,9.49
958,2020-09-01,0
958,2020-10-01,0
959,2020-01-01,0
959,2020-02-01,0
959,2020-03-01,0
959,2020-04-01,42.87
959,2020-05-01,47.36
959,2020-06-01,0
959,2020-07-01,0
959,2020-08-01,44.26
959,2020-09-01,0
959,2020-10-01,0
960,2020-01-01,47.71
960,2020-02-01,0
960,2020-03-01,0
960,2020-04-01,0
960,2020-05-01,96.09
960,2020-06-01,0
960,2020-07-01,0
960,2020-08-01,0
960,2020-09-01,0
960,2020-10-01,0
961,2020-01-01,45.45
961,2020-02-01,0
961,2020-03-01,0
961,2020-04-01,88.56
961,2020-05-01,0
961,2020-06-01,0
961,2020-07-01,0
961,2020-08-01,0
961,2020-09-01,0
961,2020-10-01,0
962,2020-01-01,0
962,2020-02-01,0
962,2020-03-01,0
962,2020-04-01,0
962,2020-05-01,40.94
962,2020-06-01,0
962,2020-07-01,34.08
962,2020-08-01,16.7
962,2020-09-01,0
962,2020-10-01,0
963,2020-01-01,0
963,2020-02-01,0
963,2020-03-01,73.8
963,2020-04-01,0
963,2020-05-01,0
963,2020-06-01,0
963,2020-07-01,0
963,2020-08-01,47.96
963,2020-09-01,0
963,2020-10-01,0
964,2020-01-01,0
964,2020-02-01,0
964,2020-03-01,0
964,2020-04-01,0
964,2020-05-01,3.72
964,2020-06-01,18.72
964,2020-07-01,0
964,2020-08-01,63.16
964,2020-09-01,0
964,2020-10-01,0
965,2020-01-01,0
965,2020-02-01,0
965,2020-03-01,0
965,2020-04-01,0
965,2020-05-01,0
965,2020-06-01,0
965,2020-07-01,0
965,2020-08-01,0
965,2020-09-01,0
965,2020-10-01,0
966,2020-01-01,29.85
966,2020-02-01,5.76
966,2020-03-01,0
966,2020-04-01,20.8
966,2020-05-01,0
966,2020-06-01,0
966,2020-07-01,65.3
966,2020-08-01,45.19
966,2020-09-01,0
966,2020-10-01,17.65
967,2020-01-01,0
967,2020-02-01,0
967,2020-03-01,0
967,2020-04-01,0
967,2020-05-01,0
967,2020-06-01,0
967,2020-07-01,0
967,2020-08-01,43.12
967,2020-09-01,0
967,2020-10-01,0
968,2020-01-01,0
968,2020-02-01,0
968,2020-03-01,0
968,2020-04-01,0
968,2020-05-01,0
968,2020-06-01,0
968,2020-07-01,0
968,2020-08-01,0
968,2020-09-01,0
